timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2017-09-14 00:00:00,275.76,283.77,215.0,215.21,12601.95676,1505433599999,3110767.7805647003,8166,4455.2388200000005,1100931.1454267001,67291.11800887
2017-09-15 00:00:00,217.0,270.93,192.0,253.0,14223.8953,1505519999999,3319311.8267349997,9198,5945.8076,1386660.0368027,64252.91009631
2017-09-16 00:00:00,255.99,271.81,235.51,249.31,10362.060109999999,1505606399999,2647152.3723707995,8859,3866.60141,995005.3267045,63644.31507206
2017-09-17 00:00:00,249.32,264.39,239.02,257.55,4614.53337,1505692799999,1149704.2949293999,5277,1442.00382,360268.4738608,61101.13737514
2017-09-18 00:00:00,257.53,306.22,257.11,294.57,4125.97051,1505779199999,1182937.6335739999,3440,2342.68408,669740.5214988001,60397.47132269
2017-09-19 00:00:00,296.0,300.0,277.41,284.0,1869.90852,1505865599999,535773.5652001,1896,789.82937,226839.7065421,60344.7395528
2017-09-20 00:00:00,284.01,294.0,275.91,282.0,1060.56734,1505951999999,302739.7337531,1431,566.64637,162290.41858720002,60239.65020019
2017-09-21 00:00:00,285.1,287.0,252.1,257.0,1912.55583,1506038399999,516193.1970608,2751,579.77742,156157.9954675,60609.52923576
2017-09-22 00:00:00,258.0,272.97,253.01,264.0,1464.5125,1506124799999,382962.21794299997,2144,612.61937,160401.28781389998,63316.93684299
2017-09-23 00:00:00,259.99,286.23,255.11,285.93,2824.33572,1506211199999,788810.3244239,3901,841.4346699999999,233418.25689899997,62508.86990743
2017-09-24 00:00:00,286.5,294.61,275.0,282.0,5575.544220000001,1506297599999,1582877.4871329,8022,1314.52754,373569.556758,62729.13499539
2017-09-25 00:00:00,282.0,299.0,281.34,294.42,5870.48035,1506383999999,1705551.9921018,9165,1950.5886600000001,567363.4490881,64184.33111866
2017-09-26 00:00:00,294.42,296.81,286.24,287.9,4566.92804,1506470399999,1332125.1654396001,7329,1073.93969,313528.64125620003,71142.64377362
2017-09-27 00:00:00,289.91,313.0,286.13,309.74,5518.10382,1506556799999,1641896.8743651002,8208,1276.4570199999998,380606.46578970004,74084.8877869
2017-09-28 00:00:00,309.81,311.81,296.89,302.44,6600.9092200000005,1506643199999,2009233.8887105,10534,2210.54916,674345.9209191,82349.71463412
2017-09-29 00:00:00,302.44,303.0,274.0,292.22,11089.19902,1506729599999,3213725.0903979,13098,5176.62946,1501566.8615152,81911.33521906
2017-09-30 00:00:00,292.62,307.49,292.22,304.36,4020.60795,1506815999999,1214456.8380461999,8168,1645.11941,497660.508059,88439.42297005
2017-10-01 00:00:00,305.13,306.0,294.0,303.95,5060.05758,1506902399999,1518988.30299,8900,1496.7350900000001,449595.11955909996,96631.95210275
2017-10-02 00:00:00,303.94,305.0,295.0,296.5,3710.8374700000004,1506988799999,1116501.2248122,7454,1398.52021,421273.0243823,99017.43727554
2017-10-03 00:00:00,298.15,301.99,283.18,292.48,5546.85702,1507075199999,1622460.7267746,9327,2105.27684,616540.7336968001,92956.98811034
2017-10-04 00:00:00,292.47,297.97,288.0,291.99,4014.88792,1507161599999,1176260.2171868999,7233,2030.795,596758.0568808,91864.85861871
2017-10-05 00:00:00,290.0,297.44,285.53,294.81,3412.39016,1507247999999,994768.4954065001,6125,1684.8206899999998,492521.5792853,93082.83738569
2017-10-06 00:00:00,294.78,310.8,293.78,310.8,3541.02359,1507334399999,1063779.3539250998,6064,1965.17959,590729.7618607,94556.00390113
2017-10-07 00:00:00,309.9,318.5,303.6,311.01,2165.7907600000003,1507420799999,672026.6685328,4289,1031.34817,320575.64111220004,95683.00059248
2017-10-08 00:00:00,311.08,317.07,309.0,311.07,2960.9319800000003,1507507199999,923989.787554,6247,1069.2350800000002,334539.357012,96050.49409454
2017-10-09 00:00:00,311.13,312.13,286.65,297.19,4885.378629999999,1507593599999,1462524.6249531,8680,1575.9333800000002,472759.5852128,96362.85524303
2017-10-10 00:00:00,297.35,308.56,293.0,298.64,6749.2746799999995,1507679999999,2028540.4729272998,9392,3979.8636,1200692.0389299,99012.020976
2017-10-11 00:00:00,300.88,305.5,298.02,304.01,3724.6863,1507766399999,1125331.5033572,4079,1923.79902,581977.2978289,100696.50159612
2017-10-12 00:00:00,304.01,310.0,302.71,303.99,7827.7559599999995,1507852799999,2397065.1633671,4956,3436.20226,1053317.9715572,98285.65411766
2017-10-13 00:00:00,303.52,353.96,297.0,337.96,17925.36585,1507939199999,5832987.2559100995,9898,7538.17104,2469530.2629596,108307.77799359
2017-10-14 00:00:00,337.96,349.8,335.0,342.0,7731.964690000001,1508025599999,2655702.1145455004,5703,3790.50687,1304246.7919927,111142.4834725
2017-10-15 00:00:00,342.0,348.0,316.17,337.96,10011.34708,1508111999999,3326752.5971166003,6822,4957.44824,1652285.7219957,111022.00575221
2017-10-16 00:00:00,337.5,354.0,332.78,335.19,8663.47097,1508198399999,2956522.0417874,6586,4424.03339,1511172.9129401,113985.11169272
2017-10-17 00:00:00,335.18,336.58,312.65,315.19,8146.743559999999,1508284799999,2638150.8892904,6837,3297.06736,1069520.4162513001,121257.7325803
2017-10-18 00:00:00,315.19,318.0,284.68,309.7,12908.0454,1508371199999,3915770.1544675003,9801,6592.0830399999995,2005598.3141488999,123470.94593511
2017-10-19 00:00:00,311.52,315.0,300.0,308.66,8678.74739,1508457599999,2675399.8602425,6769,4110.58984,1269506.2481588998,124127.45839721
2017-10-20 00:00:00,308.66,311.18,302.0,304.51,8739.317640000001,1508543999999,2667391.8997551003,6812,3042.7388100000003,932164.5043713001,123882.13026971
2017-10-21 00:00:00,304.51,305.34,290.0,298.94,8591.63121,1508630399999,2558677.4115428,6343,4286.76965,1278052.9283119,123127.52882388
2017-10-22 00:00:00,298.99,306.99,290.0,293.79,7173.068929999999,1508716799999,2120546.5470225,5828,3305.51785,977321.1430991,121760.76341013
2017-10-23 00:00:00,293.78,294.6,272.2,281.09,9658.78404,1508803199999,2743010.9877028,6524,5255.49466,1493898.2383323999,125082.04163325
2017-10-24 00:00:00,282.27,310.0,275.5,297.38,14066.679240000001,1508889599999,4253110.3195806,8026,8185.36518,2480346.5383804003,126854.43540945
2017-10-25 00:00:00,295.43,300.0,281.0,294.49,9703.09261,1508975999999,2840747.3846262996,6796,4062.96246,1191187.6521058998,125542.11511266
2017-10-26 00:00:00,294.1,299.76,291.03,294.71,7813.02717,1509062399999,2306446.3337328,6557,3502.44576,1034906.2906169001,125015.67905729
2017-10-27 00:00:00,294.72,298.1,292.03,296.33,6272.1480200000005,1509148799999,1852704.4161056,5899,2478.34843,733169.1511910999,124973.01333668
2017-10-28 00:00:00,296.14,297.0,290.1,291.87,5848.86589,1509235199999,1715796.7941936,5589,2343.5266300000003,688114.5248454,125258.48079811
2017-10-29 00:00:00,291.86,309.4,291.86,305.0,9019.13315,1509321599999,2716332.8153886003,6947,3673.09724,1108293.788686,125571.89318978
2017-10-30 00:00:00,305.0,316.0,302.1,307.25,8946.12026,1509407999999,2751568.6365362997,6421,4751.89487,1464093.3140303998,131298.78341356
2017-10-31 00:00:00,305.95,309.99,304.01,304.9,7640.41182,1509494399999,2347542.8648317,7744,3070.74748,944596.8343660999,132027.26666399
2017-11-01 00:00:00,304.89,305.9,286.34,287.01,9843.1666,1509580799999,2948801.7063006,12038,3264.6181,981818.7579919001,136742.86382963
2017-11-02 00:00:00,287.3,293.0,274.73,283.12,13423.8572,1509667199999,3810829.6596733,13600,4726.14435,1347012.8971022,141653.48167664
2017-11-03 00:00:00,283.12,307.0,282.0,304.08,8194.03465,1509753599999,2400297.6347816,8973,3439.34248,1009675.1728015998,147417.10443676
2017-11-04 00:00:00,304.09,304.99,292.11,298.04,7828.41744,1509839999999,2333944.7608054,9036,3652.3331299999995,1089665.5338768,149491.74328532
2017-11-05 00:00:00,298.1,302.14,293.13,295.53,6638.42119,1509926399999,1974433.0135130002,7513,3403.76089,1013349.9678548,163794.63009765
2017-11-06 00:00:00,295.19,305.58,290.11,297.97,7515.501029999999,1510012799999,2233482.6122626,7898,2768.12495,823872.9723537,157485.37350833
2017-11-07 00:00:00,297.25,303.52,287.0,291.78,9418.578809999999,1510099199999,2765345.5827772003,8788,3541.7707100000002,1041355.9371219,163370.12620204
2017-11-08 00:00:00,291.31,320.0,290.02,303.02,15961.857719999998,1510185599999,4839176.806813,14402,7621.196779999999,2314876.9042327004,170293.23529459
2017-11-09 00:00:00,303.6,329.0,299.5,317.87,11151.29946,1510271999999,3527294.7503346,8208,5438.08042,1718346.8231336002,182606.27147864
2017-11-10 00:00:00,318.5,322.65,285.82,293.5,15597.16557,1510358399999,4762536.5850516,9253,7799.9111,2384691.4816294,184373.23549784
2017-11-11 00:00:00,293.52,318.0,291.91,310.02,10850.16279,1510444799999,3282643.0277861,8646,5001.69556,1515726.7324973,189047.13995797
2017-11-12 00:00:00,310.87,316.99,281.01,305.24,21123.15319,1510531199999,6345603.7706789,13661,9589.62986,2900669.9964922,194784.51476628
2017-11-13 00:00:00,304.0,318.88,303.7,312.99,15551.674340000001,1510617599999,4852265.3955649,9066,7170.709379999999,2242103.2845542002,193411.39559092
2017-11-14 00:00:00,313.0,337.54,312.94,335.61,17709.2227,1510703999999,5756893.4527936,11711,8919.596590000001,2901086.0739194,210416.64859479
2017-11-15 00:00:00,335.6,339.0,324.0,331.33,15597.16131,1510790399999,5178507.4572747005,10036,7036.5064,2338129.6177232,210061.7275302
2017-11-16 00:00:00,330.98,334.75,321.41,331.49,14145.71696,1510876799999,4638262.2625835,9493,6014.42341,1974043.7196371001,208793.34295029
2017-11-17 00:00:00,331.49,334.6,323.84,331.23,18042.02544,1510963199999,5954175.9400210995,11548,9389.65878,3102187.4682218996,204195.19355885
2017-11-18 00:00:00,331.2,349.9,326.01,346.66,14361.4973,1511049599999,4780354.335408,10690,7672.43904,2559237.1123192995,209185.67909234
2017-11-19 00:00:00,346.66,373.56,343.07,354.15,19397.74898,1511135999999,6895884.0624029,10509,9931.926370000001,3532022.4845988,223647.70668788
2017-11-20 00:00:00,355.15,372.5,353.9,367.42,18277.0194,1511222399999,6600961.958264,11553,9171.444809999999,3318132.2571167005,227357.06576793
2017-11-21 00:00:00,367.42,375.5,350.02,362.12,26237.64398,1511308799999,9556690.2312402,14762,12579.43792,4586895.604171599,236531.49066778
2017-11-22 00:00:00,362.12,384.84,359.0,380.65,18121.58484,1511395199999,6654403.0898495,10386,9745.175159999999,3590374.5272573996,252955.66138206
2017-11-23 00:00:00,380.63,425.0,370.02,405.0,25409.00111,1511481599999,10084943.0895568,12731,14505.14543,5758239.6340983,268877.25536221
2017-11-24 00:00:00,405.03,475.0,392.8,469.0,30398.358310000003,1511567999999,13089282.2114721,15706,15383.97249,6660202.9646325,261817.15191048
2017-11-25 00:00:00,467.57,484.47,450.0,461.82,21428.63117,1511654399999,9958206.2564553,13282,9560.74839,4449274.4617491,263724.70692729997
2017-11-26 00:00:00,461.0,465.0,436.14,462.84,21691.11759,1511740799999,9854650.9432016,13955,9455.95178,4305399.4791836,264872.45071353
2017-11-27 00:00:00,462.84,486.94,453.0,472.31,23761.11416,1511827199999,11199192.4016095,15797,10794.57638,5093374.5782972,260705.71717783
2017-11-28 00:00:00,472.32,477.5,453.5,466.17,23967.24816,1511913599999,11224970.9334287,12944,10904.086220000001,5113522.343179001,258884.67559159998
2017-11-29 00:00:00,466.17,515.0,385.0,421.7,51313.49571,1511999999999,23657537.251193,23835,23825.39377,11029389.681045402,259504.35194055
2017-11-30 00:00:00,421.92,460.0,387.01,427.43,45184.22265,1512086399999,19125706.0007665,22805,24018.42012,10172953.096084598,270225.69708239
2017-12-01 00:00:00,428.05,465.97,413.74,457.51,33072.21995,1512172799999,14471054.869735,19944,19043.249219999998,8328610.981441201,269562.18933427
2017-12-02 00:00:00,457.53,471.91,445.0,457.63,25796.14,1512259199999,11883272.7996642,18388,12336.591409999999,5685998.3052922,264122.66674083
2017-12-03 00:00:00,457.31,485.9,440.11,460.3,24490.05997,1512345599999,11436416.9241977,21404,12239.10293,5721801.0534579,270057.36612993
2017-12-04 00:00:00,460.3,470.98,445.0,466.67,23182.659490000002,1512431999999,10662508.8497644,20049,11708.14715,5390172.697739299,278606.01147278
2017-12-05 00:00:00,466.66,468.67,445.21,452.26,25387.11695,1512518399999,11663673.2864895,19373,12902.222440000001,5935255.777238,307810.37312273
2017-12-06 00:00:00,452.26,455.1,400.0,411.01,38638.76036,1512604799999,16767914.256609699,24522,16000.21644,6945785.899737599,324290.08086243
2017-12-07 00:00:00,413.5,427.61,375.01,406.33,41343.73269,1512691199999,16842079.091901198,30163,17174.99356,7025122.812114701,310293.11559349997
2017-12-08 00:00:00,406.52,456.78,390.0,442.56,41064.60305,1512777599999,17430991.9590521,42348,17149.6329,7318210.6244088,317685.38202946
2017-12-09 00:00:00,442.56,488.0,426.4,460.0,41918.34044,1512863999999,19341744.4130386,35517,20439.87165,9429536.533923801,344943.86873932
2017-12-10 00:00:00,460.0,460.05,403.2,427.35,34919.25938,1512950399999,15125760.615702499,32416,15317.927119999998,6644966.010793701,346691.14620742
2017-12-11 00:00:00,427.35,512.0,427.35,508.7,29763.166439999997,1513036799999,13776239.5826501,28773,14163.91481,6587249.8411079,352449.85730046
2017-12-12 00:00:00,508.44,639.27,494.89,620.0,59387.02259,1513123199999,33241867.033529498,66420,30066.721680000002,16943769.8414255,396813.55146361
2017-12-13 00:00:00,622.0,705.69,539.93,683.99,57694.18773,1513209599999,36344921.4647994,55759,28508.578869999998,18035820.0508494,413062.23910461
2017-12-14 00:00:00,683.98,747.6,630.5,679.76,60919.26902000001,1513295999999,41882857.095261,51279,30685.472760000004,21096463.0982719,498596.7259526
2017-12-15 00:00:00,679.76,689.0,594.6,674.95,39778.16165,1513382399999,25891535.696943898,38469,17125.09695,11225974.594770098,469087.52809448
2017-12-16 00:00:00,673.75,712.0,669.22,682.81,26866.0533,1513468799999,18466770.7325109,25236,12518.189390000001,8621540.3507179,474585.69465775
2017-12-17 00:00:00,681.8,728.0,680.33,707.64,31398.4476,1513555199999,22242667.2153362,36094,16831.51917,11929457.9022288,492287.64610709
2017-12-18 00:00:00,707.62,798.88,638.0,784.0,45673.70777,1513641599999,32799947.5744694,40460,25894.22216,18738099.8282732,0.0
2017-12-19 00:00:00,784.0,864.9,729.01,798.0,69423.62125,1513727999999,55123972.0160901,57020,35335.29681,28200283.2140873,0.0
2017-12-20 00:00:00,798.0,828.0,661.0,790.21,72526.28416,1513814399999,55604509.75310121,58344,31819.179969999997,24498518.3699567,0.0
2017-12-21 00:00:00,794.62,845.99,705.98,782.41,78222.53998,1513900799999,62052521.6509025,57627,42391.625,33836866.1276715,0.0
2017-12-22 00:00:00,784.0,796.0,504.99,635.97,154630.49482,1513987199999,98661808.4822484,113138,72411.90221,46364952.499499395,0.0
2017-12-23 00:00:00,635.15,714.99,627.97,640.34,79001.05634,1514073599999,53738833.880614296,79260,42804.081139999995,29157507.58909,0.0
2017-12-24 00:00:00,640.33,667.64,563.49,658.0,95431.94156,1514159999999,59101715.1506293,108808,46121.82453,28654615.7197555,0.0
2017-12-25 00:00:00,659.4,744.0,599.99,714.95,78544.84102,1514246399999,55108579.6840084,86060,43032.9593,30201608.577091496,0.0
2017-12-26 00:00:00,713.12,750.0,712.56,750.0,60052.47905,1514332799999,44216631.9019637,78690,31422.6779,23139437.7568363,0.0
2017-12-27 00:00:00,750.0,766.05,693.18,739.89,51339.2782,1514419199999,38102246.986660294,72364,25938.69371,19278946.1906518,0.0
2017-12-28 00:00:00,739.89,744.93,645.88,707.89,72679.61288,1514505599999,50030889.1110455,94413,35865.49648,24731619.692858104,0.0
2017-12-29 00:00:00,709.5,757.87,703.0,733.99,64028.12647,1514591999999,46838775.8175808,89024,31777.71602,23266046.7578367,0.0
2017-12-30 00:00:00,732.9,735.0,635.82,681.06,89879.99994,1514678399999,61752153.6610781,123765,41572.44573,28554635.9955721,0.0
2017-12-31 00:00:00,680.01,740.0,672.86,733.98,62628.24458,1514764799999,44570894.7990617,92610,32109.79685,22872625.294345897,0.0
2018-01-01 00:00:00,733.01,763.55,716.8,754.99,53909.25885,1514851199999,40049370.5949261,75314,27993.217010000004,20800946.823170602,0.0
2018-01-02 00:00:00,754.99,899.5,749.06,855.28,113257.78355,1514937599999,95749946.06046559,142511,59298.38305,50193115.7271776,0.0
2018-01-03 00:00:00,855.13,950.01,810.0,934.03,89041.45688,1515023999999,78173093.71219921,118866,46899.16696,41196862.5515844,0.0
2018-01-04 00:00:00,934.03,1009.72,890.01,940.0,102894.47383999999,1515110399999,97740086.5903057,132633,56497.66029,53871687.772884704,0.0
2018-01-05 00:00:00,940.0,1045.0,930.0,959.3,97374.0163,1515196799999,95739901.47601941,124438,46202.53716,45538935.0137935,0.0
2018-01-06 00:00:00,958.0,1017.56,950.0,1004.11,71954.27895,1515283199999,71196052.3406679,91685,37424.431730000004,37089109.9630939,0.0
2018-01-07 00:00:00,1003.71,1125.0,999.9,1123.09,65278.81957000001,1515369599999,70126945.17356539,89192,34849.04095,37476141.639477,0.0
2018-01-08 00:00:00,1123.09,1239.18,910.0,1133.18,158831.54798,1515455999999,176599793.2112688,171664,80909.60102,90225877.051448,0.0
2018-01-09 00:00:00,1133.18,1326.5,1104.85,1291.0,118702.88684,1515542399999,143246762.0845697,152628,63819.948829999994,77223073.25931129,0.0
2018-01-10 00:00:00,1291.0,1440.0,1201.1,1247.0,160185.0129,1515628799999,210902815.46883202,191352,80897.55541,106746349.59623191,0.0
2018-01-11 00:00:00,1249.03,1332.49,1021.0,1138.93,194546.29387,1515715199999,230792205.87537417,210914,90313.17614,107408785.9609798,0.0
2018-01-12 00:00:00,1136.45,1288.5,1069.01,1253.87,93763.47261,1515801599999,113367281.76511592,117851,47727.57553,57769541.837409995,0.0
2018-01-13 00:00:00,1253.87,1427.01,1252.0,1388.02,75893.43201,1515887999999,101824625.25840409,115872,40759.98465,54700348.392737605,0.0
2018-01-14 00:00:00,1388.1,1391.89,1220.89,1347.0,98391.19585,1515974399999,128517479.7160451,124920,49243.39136,64308202.7723454,0.0
2018-01-15 00:00:00,1347.99,1383.13,1258.12,1271.0,69236.70476000001,1516060799999,90732886.2410553,105410,32880.541339999996,43133689.3977902,0.0
2018-01-16 00:00:00,1268.67,1275.01,780.0,1000.0,343889.36509000004,1516147199999,355819297.45705265,304696,158932.38241,165083928.9477661,0.0
2018-01-17 00:00:00,999.99,1075.51,755.0,1000.0,436333.67326,1516233599999,398063123.6629532,391331,215412.88029,196978642.4324564,0.0
2018-01-18 00:00:00,1000.0,1075.2,924.21,994.0,294545.71207,1516319999999,296964713.70633006,278162,148139.9152,149318397.09766868,0.0
2018-01-19 00:00:00,993.3,1079.0,941.0,1032.5,167954.11252999998,1516406399999,171217738.3162249,171662,87251.7821,89102808.3026231,0.0
2018-01-20 00:00:00,1032.5,1165.4,1031.0,1152.75,123352.58362,1516492799999,137333158.1283754,139129,59469.5144,66105659.5594806,0.0
2018-01-21 00:00:00,1150.37,1152.69,998.0,1049.0,175031.00789,1516579199999,186353755.5731615,189013,84495.91902999999,90104698.1508604,0.0
2018-01-22 00:00:00,1049.0,1090.15,908.0,993.0,185212.52002,1516665599999,185276703.3811457,200594,85196.91919,85315603.8656553,0.0
2018-01-23 00:00:00,993.0,1030.0,909.0,980.0,160159.63958,1516751999999,156053774.3099319,188114,77990.7803,76164110.43130359,0.0
2018-01-24 00:00:00,981.2,1074.0,953.09,1061.0,134257.7947,1516838399999,135793371.3035906,164024,65704.16239,66618089.3535422,0.0
2018-01-25 00:00:00,1060.34,1115.0,1030.26,1056.52,119415.93495,1516924799999,127855243.16991909,140455,51616.931860000004,55173677.07046421,0.0
2018-01-26 00:00:00,1055.29,1082.0,986.0,1051.03,145113.638,1517011199999,150237011.30051968,168271,65457.65737000001,67827452.978534,0.0
2018-01-27 00:00:00,1051.03,1127.99,1032.2,1118.99,96894.33839,1517097599999,105043056.376824,130125,45766.53699,49629825.8915159,0.0
2018-01-28 00:00:00,1118.99,1277.0,1112.0,1251.96,143510.73586,1517183999999,173283524.87516752,191653,75218.37986,90855763.2896522,0.0
2018-01-29 00:00:00,1251.96,1258.89,1161.65,1177.01,105292.76808,1517270399999,126282956.2386049,172601,48840.57937,58534935.1906222,0.0
2018-01-30 00:00:00,1177.01,1186.85,1051.0,1085.5,155278.55404000002,1517356799999,173857602.76472658,257484,69602.77847,78061183.2582835,0.0
2018-01-31 00:00:00,1084.63,1135.0,1029.0,1124.81,100372.03783,1517443199999,109226169.403087,191394,50640.76647,55078099.41515021,0.0
2018-02-01 00:00:00,1125.96,1164.99,981.0,1041.94,203355.29052,1517529599999,220810878.73135087,343466,103607.53527000001,112587064.5023398,0.0
2018-02-02 00:00:00,1041.89,1047.2,783.67,922.3,377375.22874,1517615999999,348077470.81722146,501434,181803.82775,167889492.1872215,0.0
2018-02-03 00:00:00,923.67,998.0,851.0,971.0,160037.88129000002,1517702399999,150132852.16983068,277958,81177.46937,76165426.970837,0.0
2018-02-04 00:00:00,971.0,975.0,789.0,823.56,186446.0316,1517788799999,163419119.0113931,291397,85023.08997,74574008.4471011,0.0
2018-02-05 00:00:00,821.6,862.47,634.94,697.92,365516.52899,1517875199999,270801309.654192,430516,172545.91147,127791783.267036,0.0
2018-02-06 00:00:00,697.93,798.0,570.1,779.25,648944.4204,1517961599999,435291131.0454776,685832,322992.49713000003,216518421.16199932,0.0
2018-02-07 00:00:00,779.99,849.0,714.18,754.0,356403.4441,1518047999999,282259408.6878273,394597,175794.37713,139230064.6650117,0.0
2018-02-08 00:00:00,753.19,786.93,751.0,781.66,10516.2619,1518134399999,8110366.5479331,8507,5608.73717,4322984.755671,0.0
2018-02-09 00:00:00,781.66,882.2,781.66,877.0,95447.67289,1518220799999,81316368.02043541,196544,48219.20627,41065080.6921289,0.0
2018-02-10 00:00:00,876.3,911.2,800.0,851.15,214818.06768,1518307199999,184921264.97540712,342039,106790.73577999999,91838495.0190343,0.0
2018-02-11 00:00:00,851.15,857.0,768.28,808.99,189323.408,1518393599999,154647315.018998,318895,93816.64267999999,76606662.6260783,0.0
2018-02-12 00:00:00,808.58,877.56,807.46,866.66,143586.93120999998,1518479999999,122610007.8569921,300970,71318.44047999999,60931441.312709995,0.0
2018-02-13 00:00:00,866.39,871.0,820.0,841.57,110305.93537,1518566399999,92966057.3765568,234604,52069.10892,43902195.123443894,0.0
2018-02-14 00:00:00,841.57,924.99,841.3,919.09,150342.85558,1518652799999,133514830.89704841,297425,77859.33104,69115076.3694915,0.0
2018-02-15 00:00:00,919.09,946.66,895.59,924.55,155637.78524,1518739199999,143817533.14156032,308893,75296.76352000001,69608824.8270431,0.0
2018-02-16 00:00:00,924.55,948.48,901.36,938.67,115540.16349,1518825599999,107292023.6432389,247188,58076.47841,53965172.155763395,0.0
2018-02-17 00:00:00,938.6,974.0,933.48,969.99,110091.03618,1518911999999,105637458.53230329,224139,55838.895110000005,53589187.4053372,0.0
2018-02-18 00:00:00,969.99,978.5,897.0,911.0,160129.79518,1518998399999,149501060.8539962,287445,76779.45418,71653112.03809309,0.0
2018-02-19 00:00:00,911.0,956.22,906.04,938.11,80099.49534,1519084799999,75083849.37544659,188985,39939.92617,37449846.3956181,0.0
2018-02-20 00:00:00,939.17,961.0,873.0,882.99,120056.67502000001,1519171199999,111258169.9826999,225795,51589.65011,47882656.040607,0.0
2018-02-21 00:00:00,882.99,908.88,812.87,835.89,176200.55151,1519257599999,151739402.984687,324214,87081.7441,75003256.8474594,0.0
